isodate,entidad,delito,total
2017-10-01,Tabasco,Homicidio culposo,53
2017-11-01,Tabasco,Homicidio culposo,37
2017-12-01,Tabasco,Homicidio culposo,50
2017-01-01,Tabasco,Lesiones dolosas,423
2017-02-01,Tabasco,Lesiones dolosas,348
2017-03-01,Tabasco,Lesiones dolosas,438
2017-04-01,Tabasco,Lesiones dolosas,447
2017-05-01,Tabasco,Lesiones dolosas,513
2017-06-01,Tabasco,Lesiones dolosas,427
2017-07-01,Tabasco,Lesiones dolosas,481
2017-08-01,Tabasco,Lesiones dolosas,393
2017-09-01,Tabasco,Lesiones dolosas,382
2017-10-01,Tabasco,Lesiones dolosas,406
2017-11-01,Tabasco,Lesiones dolosas,350
2017-12-01,Tabasco,Lesiones dolosas,333
2017-01-01,Tabasco,Lesiones culposas,74
2017-02-01,Tabasco,Lesiones culposas,61
2017-03-01,Tabasco,Lesiones culposas,65
2017-04-01,Tabasco,Lesiones culposas,66
2017-05-01,Tabasco,Lesiones culposas,73
2017-06-01,Tabasco,Lesiones culposas,68
2017-07-01,Tabasco,Lesiones culposas,65
2017-08-01,Tabasco,Lesiones culposas,63
2017-09-01,Tabasco,Lesiones culposas,91
2017-10-01,Tabasco,Lesiones culposas,89
2017-11-01,Tabasco,Lesiones culposas,96
2017-12-01,Tabasco,Lesiones culposas,85
2017-01-01,Tabasco,Feminicidio,1
2017-02-01,Tabasco,Feminicidio,1
2017-03-01,Tabasco,Feminicidio,1
2017-04-01,Tabasco,Feminicidio,5
2017-05-01,Tabasco,Feminicidio,5
2017-06-01,Tabasco,Feminicidio,1
2017-07-01,Tabasco,Feminicidio,1
2017-08-01,Tabasco,Feminicidio,2
2017-09-01,Tabasco,Feminicidio,3
2017-10-01,Tabasco,Feminicidio,4
2017-11-01,Tabasco,Feminicidio,1
2017-12-01,Tabasco,Feminicidio,3
2017-01-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,5
2017-02-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,15
2017-03-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,34
2017-04-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,42
2017-05-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,26
2017-06-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,54
2017-07-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,44
2017-08-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,38
2017-09-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,50
2017-10-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,30
2017-11-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,26
2017-12-01,Tabasco,Otros delitos que atentan contra la vida y la integridad corporal,35
2017-01-01,Tabasco,Secuestro,5
2017-02-01,Tabasco,Secuestro,6
2017-03-01,Tabasco,Secuestro,8
2017-04-01,Tabasco,Secuestro,6
2017-05-01,Tabasco,Secuestro,14
2017-06-01,Tabasco,Secuestro,15
2017-07-01,Tabasco,Secuestro,3
2017-08-01,Tabasco,Secuestro,6
2017-09-01,Tabasco,Secuestro,4
2017-10-01,Tabasco,Secuestro,5
2017-11-01,Tabasco,Secuestro,7
2017-12-01,Tabasco,Secuestro,6
2017-01-01,Tabasco,Tráfico de menores,0
2017-02-01,Tabasco,Tráfico de menores,1
2017-03-01,Tabasco,Tráfico de menores,0
2017-04-01,Tabasco,Tráfico de menores,0
2017-05-01,Tabasco,Tráfico de menores,0
2017-06-01,Tabasco,Tráfico de menores,0
2017-07-01,Tabasco,Tráfico de menores,0
2017-08-01,Tabasco,Tráfico de menores,0
2017-09-01,Tabasco,Tráfico de menores,0
2017-10-01,Tabasco,Tráfico de menores,0
2017-11-01,Tabasco,Tráfico de menores,0
2017-12-01,Tabasco,Tráfico de menores,0
2017-01-01,Tabasco,Rapto,0
2017-02-01,Tabasco,Rapto,0
2017-03-01,Tabasco,Rapto,0
2017-04-01,Tabasco,Rapto,0
2017-05-01,Tabasco,Rapto,0
2017-06-01,Tabasco,Rapto,0
2017-07-01,Tabasco,Rapto,0
2017-08-01,Tabasco,Rapto,0
2017-09-01,Tabasco,Rapto,0
2017-10-01,Tabasco,Rapto,0
2017-11-01,Tabasco,Rapto,0
2017-12-01,Tabasco,Rapto,0
2017-01-01,Tabasco,Otros delitos que atentan contra la libertad personal,58
2017-02-01,Tabasco,Otros delitos que atentan contra la libertad personal,53
2017-03-01,Tabasco,Otros delitos que atentan contra la libertad personal,60
2017-04-01,Tabasco,Otros delitos que atentan contra la libertad personal,58
2017-05-01,Tabasco,Otros delitos que atentan contra la libertad personal,43
2017-06-01,Tabasco,Otros delitos que atentan contra la libertad personal,48
2017-07-01,Tabasco,Otros delitos que atentan contra la libertad personal,57
2017-08-01,Tabasco,Otros delitos que atentan contra la libertad personal,38
2017-09-01,Tabasco,Otros delitos que atentan contra la libertad personal,32
2017-10-01,Tabasco,Otros delitos que atentan contra la libertad personal,46
2017-11-01,Tabasco,Otros delitos que atentan contra la libertad personal,33
2017-12-01,Tabasco,Otros delitos que atentan contra la libertad personal,28
2017-01-01,Tabasco,Extorsión,28
2017-02-01,Tabasco,Extorsión,29
2017-03-01,Tabasco,Extorsión,25
2017-04-01,Tabasco,Extorsión,24
2017-05-01,Tabasco,Extorsión,18
2017-06-01,Tabasco,Extorsión,36
2017-07-01,Tabasco,Extorsión,24
2017-08-01,Tabasco,Extorsión,16
2017-09-01,Tabasco,Extorsión,17
2017-10-01,Tabasco,Extorsión,15
2017-11-01,Tabasco,Extorsión,14
2017-12-01,Tabasco,Extorsión,12
2017-01-01,Tabasco,Corrupción de menores,1
2017-02-01,Tabasco,Corrupción de menores,3
2017-03-01,Tabasco,Corrupción de menores,5
2017-04-01,Tabasco,Corrupción de menores,1
2017-05-01,Tabasco,Corrupción de menores,6
2017-06-01,Tabasco,Corrupción de menores,3
2017-07-01,Tabasco,Corrupción de menores,1
2017-08-01,Tabasco,Corrupción de menores,0
2017-09-01,Tabasco,Corrupción de menores,2
2017-10-01,Tabasco,Corrupción de menores,4
2017-11-01,Tabasco,Corrupción de menores,0
2017-12-01,Tabasco,Corrupción de menores,3
2017-01-01,Tabasco,Trata de personas,0
2017-02-01,Tabasco,Trata de personas,1
2017-03-01,Tabasco,Trata de personas,0
2017-04-01,Tabasco,Trata de personas,1
2017-05-01,Tabasco,Trata de personas,4
2017-06-01,Tabasco,Trata de personas,2
2017-07-01,Tabasco,Trata de personas,2
2017-08-01,Tabasco,Trata de personas,2
2017-09-01,Tabasco,Trata de personas,0
2017-10-01,Tabasco,Trata de personas,1
2017-11-01,Tabasco,Trata de personas,0
2017-12-01,Tabasco,Trata de personas,2
2017-01-01,Tabasco,Otros delitos contra la sociedad,1
2017-02-01,Tabasco,Otros delitos contra la sociedad,2
2017-03-01,Tabasco,Otros delitos contra la sociedad,0
2017-04-01,Tabasco,Otros delitos contra la sociedad,3
2017-05-01,Tabasco,Otros delitos contra la sociedad,2
2017-06-01,Tabasco,Otros delitos contra la sociedad,0
2017-07-01,Tabasco,Otros delitos contra la sociedad,0
2017-08-01,Tabasco,Otros delitos contra la sociedad,1
2017-09-01,Tabasco,Otros delitos contra la sociedad,0
2017-10-01,Tabasco,Otros delitos contra la sociedad,0
2017-11-01,Tabasco,Otros delitos contra la sociedad,0
2017-12-01,Tabasco,Otros delitos contra la sociedad,0
2017-01-01,Tabasco,Aborto,0
2017-02-01,Tabasco,Aborto,3
2017-03-01,Tabasco,Aborto,0
2017-04-01,Tabasco,Aborto,0
2017-05-01,Tabasco,Aborto,0
2017-06-01,Tabasco,Aborto,0
2017-07-01,Tabasco,Aborto,0
2017-08-01,Tabasco,Aborto,0
2017-09-01,Tabasco,Aborto,0
2017-10-01,Tabasco,Aborto,0
2017-11-01,Tabasco,Aborto,0
2017-12-01,Tabasco,Aborto,0
2017-01-01,Tamaulipas,Homicidio doloso,57
2017-02-01,Tamaulipas,Homicidio doloso,54
2017-03-01,Tamaulipas,Homicidio doloso,48
2017-04-01,Tamaulipas,Homicidio doloso,57
2017-05-01,Tamaulipas,Homicidio doloso,102
2017-06-01,Tamaulipas,Homicidio doloso,107
2017-07-01,Tamaulipas,Homicidio doloso,88
2017-08-01,Tamaulipas,Homicidio doloso,93
2017-09-01,Tamaulipas,Homicidio doloso,110
2017-10-01,Tamaulipas,Homicidio doloso,129
2017-11-01,Tamaulipas,Homicidio doloso,117
2017-12-01,Tamaulipas,Homicidio doloso,91
2017-01-01,Tamaulipas,Homicidio culposo,71
2017-02-01,Tamaulipas,Homicidio culposo,54
2017-03-01,Tamaulipas,Homicidio culposo,53
2017-04-01,Tamaulipas,Homicidio culposo,83
2017-05-01,Tamaulipas,Homicidio culposo,84
2017-06-01,Tamaulipas,Homicidio culposo,62
2017-07-01,Tamaulipas,Homicidio culposo,80
2017-08-01,Tamaulipas,Homicidio culposo,95
2017-09-01,Tamaulipas,Homicidio culposo,74
2017-10-01,Tamaulipas,Homicidio culposo,59
2017-11-01,Tamaulipas,Homicidio culposo,68
2017-12-01,Tamaulipas,Homicidio culposo,92
2017-01-01,Tamaulipas,Lesiones dolosas,270
2017-02-01,Tamaulipas,Lesiones dolosas,233
2017-03-01,Tamaulipas,Lesiones dolosas,260
2017-04-01,Tamaulipas,Lesiones dolosas,261
2017-05-01,Tamaulipas,Lesiones dolosas,296
2017-06-01,Tamaulipas,Lesiones dolosas,287
2017-07-01,Tamaulipas,Lesiones dolosas,224
2017-08-01,Tamaulipas,Lesiones dolosas,246
2017-09-01,Tamaulipas,Lesiones dolosas,257
2017-10-01,Tamaulipas,Lesiones dolosas,279
2017-11-01,Tamaulipas,Lesiones dolosas,236
2017-12-01,Tamaulipas,Lesiones dolosas,177
2017-01-01,Tamaulipas,Lesiones culposas,195
2017-02-01,Tamaulipas,Lesiones culposas,179
2017-03-01,Tamaulipas,Lesiones culposas,150
2017-04-01,Tamaulipas,Lesiones culposas,191
2017-05-01,Tamaulipas,Lesiones culposas,163
2017-06-01,Tamaulipas,Lesiones culposas,156
2017-07-01,Tamaulipas,Lesiones culposas,129
2017-08-01,Tamaulipas,Lesiones culposas,158
2017-09-01,Tamaulipas,Lesiones culposas,142
2017-10-01,Tamaulipas,Lesiones culposas,100
2017-11-01,Tamaulipas,Lesiones culposas,168
2017-12-01,Tamaulipas,Lesiones culposas,120
2017-01-01,Tamaulipas,Feminicidio,0
2017-02-01,Tamaulipas,Feminicidio,0
2017-03-01,Tamaulipas,Feminicidio,0
2017-04-01,Tamaulipas,Feminicidio,0
2017-05-01,Tamaulipas,Feminicidio,0
2017-06-01,Tamaulipas,Feminicidio,0
2017-07-01,Tamaulipas,Feminicidio,2
2017-08-01,Tamaulipas,Feminicidio,0
2017-09-01,Tamaulipas,Feminicidio,2
2017-10-01,Tamaulipas,Feminicidio,0
2017-11-01,Tamaulipas,Feminicidio,0
2017-12-01,Tamaulipas,Feminicidio,0
2017-01-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-02-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-03-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-04-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-05-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-06-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-07-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-08-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,42
2017-09-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,47
2017-10-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,40
2017-11-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,41
2017-12-01,Tamaulipas,Otros delitos que atentan contra la vida y la integridad corporal,40
2017-01-01,Tamaulipas,Secuestro,20
2017-02-01,Tamaulipas,Secuestro,15
2017-03-01,Tamaulipas,Secuestro,25
2017-04-01,Tamaulipas,Secuestro,30
2017-05-01,Tamaulipas,Secuestro,15
2017-06-01,Tamaulipas,Secuestro,11
2017-07-01,Tamaulipas,Secuestro,19
2017-08-01,Tamaulipas,Secuestro,21
2017-09-01,Tamaulipas,Secuestro,9
2017-10-01,Tamaulipas,Secuestro,10
2017-11-01,Tamaulipas,Secuestro,8
2017-12-01,Tamaulipas,Secuestro,16
2017-01-01,Tamaulipas,Tráfico de menores,0
2017-02-01,Tamaulipas,Tráfico de menores,0
2017-03-01,Tamaulipas,Tráfico de menores,0
2017-04-01,Tamaulipas,Tráfico de menores,0
2017-05-01,Tamaulipas,Tráfico de menores,0
2017-06-01,Tamaulipas,Tráfico de menores,0
2017-07-01,Tamaulipas,Tráfico de menores,0
2017-08-01,Tamaulipas,Tráfico de menores,0
2017-09-01,Tamaulipas,Tráfico de menores,0
2017-10-01,Tamaulipas,Tráfico de menores,0
2017-11-01,Tamaulipas,Tráfico de menores,0
2017-12-01,Tamaulipas,Tráfico de menores,0
2017-01-01,Tamaulipas,Rapto,0
2017-02-01,Tamaulipas,Rapto,0
2017-03-01,Tamaulipas,Rapto,0
2017-04-01,Tamaulipas,Rapto,0
2017-05-01,Tamaulipas,Rapto,0
2017-06-01,Tamaulipas,Rapto,0
2017-07-01,Tamaulipas,Rapto,0
2017-08-01,Tamaulipas,Rapto,0
2017-09-01,Tamaulipas,Rapto,0
2017-10-01,Tamaulipas,Rapto,0
2017-11-01,Tamaulipas,Rapto,0
2017-12-01,Tamaulipas,Rapto,0
2017-01-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,96
2017-02-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,80
2017-03-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,209
2017-04-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,113
2017-05-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,138
2017-06-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,128
2017-07-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,97
2017-08-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,90
2017-09-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,59
2017-10-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,85
2017-11-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,75
2017-12-01,Tamaulipas,Otros delitos que atentan contra la libertad personal,74
2017-01-01,Tamaulipas,Extorsión,17
2017-02-01,Tamaulipas,Extorsión,17
2017-03-01,Tamaulipas,Extorsión,16
2017-04-01,Tamaulipas,Extorsión,11
2017-05-01,Tamaulipas,Extorsión,17
2017-06-01,Tamaulipas,Extorsión,16
2017-07-01,Tamaulipas,Extorsión,9
2017-08-01,Tamaulipas,Extorsión,10
2017-09-01,Tamaulipas,Extorsión,18
2017-10-01,Tamaulipas,Extorsión,17
2017-11-01,Tamaulipas,Extorsión,13
2017-12-01,Tamaulipas,Extorsión,23
2017-01-01,Tamaulipas,Corrupción de menores,6
2017-02-01,Tamaulipas,Corrupción de menores,7
2017-03-01,Tamaulipas,Corrupción de menores,5
2017-04-01,Tamaulipas,Corrupción de menores,7
2017-05-01,Tamaulipas,Corrupción de menores,4
2017-06-01,Tamaulipas,Corrupción de menores,4
2017-07-01,Tamaulipas,Corrupción de menores,7
2017-08-01,Tamaulipas,Corrupción de menores,4
2017-09-01,Tamaulipas,Corrupción de menores,6
2017-10-01,Tamaulipas,Corrupción de menores,3
2017-11-01,Tamaulipas,Corrupción de menores,6
2017-12-01,Tamaulipas,Corrupción de menores,5
2017-01-01,Tamaulipas,Trata de personas,0
2017-02-01,Tamaulipas,Trata de personas,3
2017-03-01,Tamaulipas,Trata de personas,1
2017-04-01,Tamaulipas,Trata de personas,1
2017-05-01,Tamaulipas,Trata de personas,0
2017-06-01,Tamaulipas,Trata de personas,0
2017-07-01,Tamaulipas,Trata de personas,0
2017-08-01,Tamaulipas,Trata de personas,2
2017-09-01,Tamaulipas,Trata de personas,0
2017-10-01,Tamaulipas,Trata de personas,3
2017-11-01,Tamaulipas,Trata de personas,0
2017-12-01,Tamaulipas,Trata de personas,1
2017-01-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-02-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-03-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-04-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-05-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-06-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-07-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-08-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-09-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-10-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-11-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-12-01,Tamaulipas,Otros delitos contra la sociedad,0
2017-01-01,Tamaulipas,Aborto,2
2017-02-01,Tamaulipas,Aborto,3
2017-03-01,Tamaulipas,Aborto,3
2017-04-01,Tamaulipas,Aborto,3
2017-05-01,Tamaulipas,Aborto,5
2017-06-01,Tamaulipas,Aborto,3
2017-07-01,Tamaulipas,Aborto,1
2017-08-01,Tamaulipas,Aborto,5
2017-09-01,Tamaulipas,Aborto,3
2017-10-01,Tamaulipas,Aborto,1
2017-11-01,Tamaulipas,Aborto,1
2017-12-01,Tamaulipas,Aborto,2
2017-01-01,Tlaxcala,Homicidio doloso,7
2017-02-01,Tlaxcala,Homicidio doloso,10
2017-03-01,Tlaxcala,Homicidio doloso,12
2017-04-01,Tlaxcala,Homicidio doloso,10
2017-05-01,Tlaxcala,Homicidio doloso,9
2017-06-01,Tlaxcala,Homicidio doloso,10
2017-07-01,Tlaxcala,Homicidio doloso,8
2017-08-01,Tlaxcala,Homicidio doloso,11
2017-09-01,Tlaxcala,Homicidio doloso,11
2017-10-01,Tlaxcala,Homicidio doloso,8
2017-11-01,Tlaxcala,Homicidio doloso,10
2017-12-01,Tlaxcala,Homicidio doloso,16
2017-01-01,Tlaxcala,Homicidio culposo,47
2017-02-01,Tlaxcala,Homicidio culposo,26
2017-03-01,Tlaxcala,Homicidio culposo,27
2017-04-01,Tlaxcala,Homicidio culposo,17
2017-05-01,Tlaxcala,Homicidio culposo,24
2017-06-01,Tlaxcala,Homicidio culposo,12
2017-07-01,Tlaxcala,Homicidio culposo,15
2017-08-01,Tlaxcala,Homicidio culposo,15
2017-09-01,Tlaxcala,Homicidio culposo,16
2017-10-01,Tlaxcala,Homicidio culposo,14
2017-11-01,Tlaxcala,Homicidio culposo,4
2017-12-01,Tlaxcala,Homicidio culposo,8
2017-01-01,Tlaxcala,Lesiones dolosas,16
2017-02-01,Tlaxcala,Lesiones dolosas,15
2017-03-01,Tlaxcala,Lesiones dolosas,19
2017-04-01,Tlaxcala,Lesiones dolosas,12
2017-05-01,Tlaxcala,Lesiones dolosas,13
2017-06-01,Tlaxcala,Lesiones dolosas,14
2017-07-01,Tlaxcala,Lesiones dolosas,12
2017-08-01,Tlaxcala,Lesiones dolosas,27
2017-09-01,Tlaxcala,Lesiones dolosas,16
2017-10-01,Tlaxcala,Lesiones dolosas,26
2017-11-01,Tlaxcala,Lesiones dolosas,40
2017-12-01,Tlaxcala,Lesiones dolosas,29
2017-01-01,Tlaxcala,Lesiones culposas,11
2017-02-01,Tlaxcala,Lesiones culposas,15
2017-03-01,Tlaxcala,Lesiones culposas,11
2017-04-01,Tlaxcala,Lesiones culposas,2
2017-05-01,Tlaxcala,Lesiones culposas,9
2017-06-01,Tlaxcala,Lesiones culposas,9
2017-07-01,Tlaxcala,Lesiones culposas,10
2017-08-01,Tlaxcala,Lesiones culposas,7
2017-09-01,Tlaxcala,Lesiones culposas,9
2017-10-01,Tlaxcala,Lesiones culposas,18
2017-11-01,Tlaxcala,Lesiones culposas,5
2017-12-01,Tlaxcala,Lesiones culposas,9
2017-01-01,Tlaxcala,Feminicidio,0
2017-02-01,Tlaxcala,Feminicidio,0
2017-03-01,Tlaxcala,Feminicidio,0
2017-04-01,Tlaxcala,Feminicidio,0
2017-05-01,Tlaxcala,Feminicidio,0
2017-06-01,Tlaxcala,Feminicidio,0
2017-07-01,Tlaxcala,Feminicidio,0
2017-08-01,Tlaxcala,Feminicidio,1
2017-09-01,Tlaxcala,Feminicidio,1
2017-10-01,Tlaxcala,Feminicidio,0
2017-11-01,Tlaxcala,Feminicidio,0
2017-12-01,Tlaxcala,Feminicidio,0
2017-01-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,1
2017-02-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,2
2017-03-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-04-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-05-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,2
2017-06-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-07-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-08-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-09-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,1
2017-10-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-11-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-12-01,Tlaxcala,Otros delitos que atentan contra la vida y la integridad corporal,1
2017-01-01,Tlaxcala,Secuestro,1
2017-02-01,Tlaxcala,Secuestro,0
2017-03-01,Tlaxcala,Secuestro,1
2017-04-01,Tlaxcala,Secuestro,1
2017-05-01,Tlaxcala,Secuestro,2
2017-06-01,Tlaxcala,Secuestro,0
2017-07-01,Tlaxcala,Secuestro,1
2017-08-01,Tlaxcala,Secuestro,0
2017-09-01,Tlaxcala,Secuestro,1
2017-10-01,Tlaxcala,Secuestro,1
2017-11-01,Tlaxcala,Secuestro,1
